task_id,team_velocity,burn_down_gap,issue_churn,scope_change_pct,backlog_aging,blockers,lead_time,cycle_time,open_defects,closed_defects,external_dependencies,delayed
700,28.520782908456088,3.0639537079164487,3,11.808409022393318,17.708521570270438,1,7.137458692871224,5.201441916246988,2,8,0,1
701,25.818215835847685,-0.1274706429259983,3,22.690825738910146,9.552144624345843,0,11.214945510297765,5.639575263149148,4,4,0,1
702,38.392073806695116,-1.085794035684283,3,10.238936271815238,20.3564679076343,0,9.05899333849473,2.775891265325842,3,4,1,0
703,24.365250475657927,0.2918514540894782,3,12.852126869676924,40.11491112588921,0,2.0540800939094552,2.8195406119426734,2,5,3,1
704,18.732309629091525,-3.0192946561847736,1,17.382230556765734,10.421935648662657,0,7.807033670115037,3.2338458489699926,2,4,2,1
705,17.54696661180877,-1.7160296342151884,4,13.0140160273865,28.85840747132813,0,8.919869115041863,4.745140203557882,2,6,0,1
706,34.84807961076512,-10.42896219452502,7,4.733391197908199,33.35960556120605,2,7.3085626968461455,5.866367097368288,0,5,1,0
707,19.756565180029735,4.868631154261839,2,7.9267654511228,16.39985140174514,2,10.671956805346502,7.592316050147336,0,8,2,1
708,44.03835345587492,1.4939889016088095,1,2.3073617034701317,12.992754222809596,2,6.306728340510019,9.900332073663156,6,2,1,0
709,13.344564736930224,-3.8672792201671506,4,10.815337430432445,25.749566828332526,1,11.112210439733383,5.359034794494029,3,1,0,1
710,43.571650946320304,9.493674906776194,5,15.234802327158201,23.53216772804165,0,6.336075759881542,4.097690665837033,3,2,3,0
711,31.688139737620947,0.4350824019619327,1,2.9632486067285164,26.94774171320887,2,7.009431460824117,1.0,1,0,0,0
712,29.22629510503686,-5.180717859875984,3,15.764678036753224,40.737094314898044,1,13.844704986001275,5.517913316809486,3,5,0,0
713,25.640647305528404,4.283687107352292,4,22.321803493802733,21.670465533765636,1,4.046040237909014,4.659409153779562,1,5,1,1
714,33.19308891481657,1.9902410825463124,1,8.44309332463799,8.077751510438977,3,8.281456763421744,4.285890402537848,1,6,1,0
715,29.698922380601214,1.9728999274210968,7,5.550827405470496,20.666400021684243,2,9.044178665979357,3.685747643391815,2,2,2,0
716,38.82641505613217,-2.1287780232579525,2,22.325151596047576,22.41556794205381,1,6.151190986744407,3.748357806541737,4,4,0,0
717,30.913821189296318,2.2524786188901738,4,17.298630897438716,32.67168637088249,2,9.406859232497004,5.657261575982293,3,2,2,0
718,31.202414091695022,-1.3087914511054728,1,2.634871701413846,18.03235604572297,1,10.209269811323063,6.284333965522531,0,4,1,0
719,27.09110230228915,2.779707258229211,2,10.202798801543311,15.909321663046152,1,8.838146339567999,4.9474659937870555,2,8,1,1
720,29.54443501023146,-9.524722270053195,4,16.85223999386372,6.288060038334098,0,8.58564653004731,6.573945657578677,1,3,1,0
721,32.46241415113647,-2.1693673148959456,4,14.359596874386368,25.4741279206413,0,9.569475533886418,7.5737626207229365,3,3,1,1
722,16.318652858746994,8.610775489040973,3,15.463677983746827,53.482071855389755,1,5.742557042916765,4.813955870737216,2,3,2,1
723,19.214516623154296,-3.8353372770015026,5,14.178379349348152,17.774090159960615,2,6.107032874477025,7.446288717926267,0,3,0,1
724,35.94611275218172,-3.019191487465933,1,19.951534132622257,24.519549545219487,3,9.387771568030862,3.0952979429137697,1,3,4,0
725,31.366923505023536,-2.2398066922498754,5,8.010673919924466,14.521671466850368,1,6.8933165552040325,5.579581584242006,1,5,1,1
726,28.528133309178568,-6.074030679443217,3,17.711558697484076,7.187150800041595,3,7.848759875745305,4.233985156647909,1,5,2,1
727,30.147471464523147,-11.04140388114126,1,24.776986062357107,24.342359392005307,0,1.0,5.982733701848853,1,4,2,0
728,32.78065364289337,-1.1529319926180643,8,9.74897144452951,20.28188283437192,3,10.013196199062055,1.0,1,4,2,1
729,25.68192255752511,0.6792971204082844,2,19.77620786386983,1.0,3,11.975851244745293,7.353704547245186,3,7,2,1
730,23.773562196781498,-0.2625253426932609,1,6.152730928404276,36.10028715740119,1,9.836317346427734,4.903644107109642,2,2,1,0
731,31.56676204078145,-0.7243928097394342,4,7.047417807101233,24.159643763371157,2,10.297218123291604,5.868298088724124,3,3,2,0
732,22.173017779079743,0.21520435425193823,2,23.371596854588578,20.738955501036042,0,10.776399246332515,3.427671196858583,4,2,1,1
733,33.26602204571577,5.114207357753821,5,0.6484589062172197,15.780231359076915,0,7.44596297431942,8.338824654128276,3,6,0,0
734,16.379331166097277,-0.9522309296460839,2,5.435683621520732,24.05294110493092,2,5.328358764524806,5.6892171766619235,1,5,1,1
735,38.23324509860515,-2.870412885436348,2,12.073017445300078,24.51395952416035,2,9.562301784138002,4.2405021727787755,1,7,1,0
736,33.780779859304346,-1.4056274244404316,0,10.046190542604661,24.013213737267122,1,11.199024279033651,1.0,5,7,2,0
737,32.048237874511,2.896733798783879,4,15.729243280875782,30.67993044503489,5,4.7485281941729,4.304382063306552,0,5,1,1
738,37.861527871564114,7.060134392716248,1,4.818051259009549,32.952712338333455,2,10.155486051168019,1.0,1,5,0,0
739,43.32379555570061,-3.1407186958458917,3,1.7636751092132834,40.055930636183966,2,8.864587007535835,5.255374870869691,4,4,0,0
740,38.11496052014505,0.49466893514441856,4,9.233334945118926,11.631578175512782,0,7.668171892844063,6.181675775929799,2,3,1,0
741,15.273006149346838,1.6917872096797981,6,13.108881053604524,14.265784862327827,1,7.20916186374096,6.417538777307941,4,4,1,1
742,19.763384266114386,-4.962890033644115,4,14.050045927122785,23.611821670416383,1,8.81879893126635,3.2840637623606597,2,6,0,1
743,25.00145137843457,0.10208583606459065,6,15.037338088561668,12.20909141262215,1,6.071732622318258,3.7341536074353217,3,5,2,1
744,30.20872840168667,-7.328369286710475,4,13.716549894038874,13.819849276277793,2,17.07854395237979,4.813898744602375,2,0,2,1
745,34.14127216375299,-8.845251518696994,5,6.14379927427969,24.752295815066297,1,4.014668522944315,3.9051498661005377,2,6,1,0
746,24.194049494772276,1.8337320394612848,2,19.113743399225044,29.0084235497985,3,1.0,1.6803258706884083,1,11,2,1
747,31.494134115816628,-1.919373706653914,4,2.194506543484964,32.759279527788635,3,8.874686464100348,3.7595844093908735,2,7,1,0
748,23.95693654117342,1.0114020381060955,4,4.9588469888045745,18.073855862423994,1,8.267543190563094,5.7986483348214115,2,4,0,1
749,25.107857576064415,-0.08947488504175026,1,18.484450225477854,24.631529635379707,5,9.601272037956806,4.0807425355392875,3,6,2,1
750,18.74671122521422,-4.882000243318987,2,6.993153352631293,22.427577358937704,1,1.0,4.529849158025966,1,5,0,1
751,22.614134031112766,-0.22627150982168237,4,12.33683604023513,20.176574451799862,1,2.4996297754635224,3.9594884118030538,1,5,3,0
752,19.18652315506933,-6.165506525074276,2,8.17994352138897,11.839908347919826,0,6.664352596253227,9.683464172213789,2,4,2,1
753,22.193013976181337,6.954861790007003,5,12.67453029040008,10.567889107974786,5,10.63569922783645,5.250880530737678,4,5,1,1
754,38.42913437286272,-6.779851724299819,1,8.666394998684126,26.666747799559566,0,2.5503204741573677,5.4474231747865005,2,5,0,0
755,22.404808889344455,-0.9789263548429067,6,24.85519974765126,11.67180620115798,3,9.345786546009053,3.8571303133948724,2,6,0,1
756,51.05905651869912,-5.211357940236242,4,8.936939733953666,2.230811751729732,2,7.2626950077050285,5.946311135098301,2,5,1,0
757,33.946543207047114,2.852105866803978,0,15.676235434941136,19.682386767098123,0,8.476509286306875,5.196067729162796,4,5,0,0
758,31.47868898955899,-1.6571568564075143,5,22.208580441271934,34.5524030214975,1,7.92090201851874,1.5175507932971386,7,3,1,1
759,23.13313775855029,-2.593333598106051,4,15.948374859118761,1.0,1,7.946413014808069,7.992687926767006,0,11,0,1
760,35.602479035271934,4.266007725257772,5,14.146431377740216,17.11669726846488,0,7.932958960260967,4.780433484612717,1,7,2,0
761,25.39489739009781,0.1471529583877609,1,14.230736368905205,26.752148653262328,1,11.313058388741705,6.072040608137918,2,2,0,1
762,30.976078517162893,2.583222229679836,1,12.411517773084638,1.7650356678519863,1,8.104262986944736,3.730621516102876,1,5,2,0
763,50.48067630615036,-4.906629682587324,2,20.189510035111375,17.86667083798918,1,11.05248696898644,5.89408874664334,1,7,1,0
764,29.2315208022028,-7.024084719637535,0,1.260601959034549,8.605427554474579,1,6.678966909675457,6.3324419327799735,0,3,3,0
765,39.194186610285406,0.5360398102006683,2,22.128247698233192,9.928218859931143,0,11.35362953133585,2.0713102787842574,6,9,1,0
766,24.3745885989929,-1.594231777473656,3,14.65730550614107,15.975817922979795,1,7.291756236231106,6.0430183011703775,1,6,0,0
767,29.720092076024308,3.132173362269721,1,21.221830531393707,8.768521098678299,2,7.326982281448397,4.78563626800168,1,3,1,1
768,44.16640508508408,-0.3995422633127485,4,0.2598175636052136,7.936992968481874,4,2.670867861785859,2.9438514718054263,1,4,1,0
769,24.98426353769786,1.0253766961731494,3,21.73191009904044,19.407682484579958,3,5.291740042051026,8.345630888100674,2,9,1,1
770,44.49958846397543,-8.116912649706217,3,3.0034379793316717,42.271390605356856,0,5.895707088160057,3.1335331427077024,2,7,0,0
771,35.662015483643806,9.442184698071284,5,18.03045015980998,27.57743317447856,1,2.5728581089160745,5.467225507222007,3,5,1,0
772,25.50026579284586,-0.8212099251601594,3,10.413034822196094,30.105327670383552,1,5.410944667003811,2.5189717270313507,1,2,2,1
773,35.05926191244417,3.487934851695995,6,17.02680977744811,27.97262438418845,1,10.060841882262874,2.797454588677156,1,6,3,0
774,37.78043559701384,-4.180458351098133,1,15.704743441934104,13.024863873207828,1,10.389629794208334,7.11836393341344,1,3,2,0
775,34.97447969773757,1.5400495110867047,0,4.084913676681046,23.108322291161606,3,2.9443634703909494,4.297794993826214,0,3,1,0
776,17.43820224087635,-6.514223817623726,3,12.865344111188795,30.97694260942334,3,12.98753186742342,7.884913626975068,0,5,2,1
777,24.182902593401053,2.260339191298355,4,6.930761829863519,28.28337467781791,1,10.517151165931562,4.175419573932107,1,3,1,0
778,28.019850915587963,-1.779870421929164,0,14.010921071200311,21.945510073683852,0,14.24088692945648,4.088596017723889,1,6,0,0
779,29.40453256719963,0.14595251967783723,1,18.4500820763211,25.20046494193894,2,11.319515945966646,3.477583575233399,3,5,0,1
780,34.96537678040542,3.4898701506504874,1,2.0314603645459477,44.62873965169152,2,13.675874713248025,4.015400543844792,2,8,2,0
781,31.42160800746603,-6.162701556101401,1,12.894060588275632,28.39443217156346,1,9.256143171539314,6.237260528094093,3,5,2,0
782,19.31724513031919,-3.422458653063985,4,15.440745519056462,16.848406428023512,2,5.670784794294675,5.173326118469339,2,7,0,1
783,33.04158280804771,2.286621405433827,1,7.384186339930346,19.25962993735403,3,8.783919348352532,4.385739468287759,4,1,1,0
784,34.88468596227059,10.491107372733735,5,23.825087069900178,9.458486034085531,1,1.2857798833081997,6.380411686719806,0,5,0,0
785,34.478323583448315,-0.6904116733074088,3,13.007570637670737,43.470359479462964,2,7.517334739045229,6.100874165056657,3,3,1,0
786,38.64624580443697,2.9556805896196625,3,4.562927246148318,36.038697254435434,3,7.864342596751595,4.440896789574686,1,3,0,1
787,36.67137723639123,-0.5348573492924004,4,2.6947065449821004,20.83213036272114,3,10.896358437304992,8.048823014972445,4,2,0,0
788,33.6734406338275,9.711227973781497,2,13.541488729134137,41.80820118766776,2,8.621204327558765,1.9164849754522355,0,3,2,0
789,29.438674308330825,-8.736108334826278,3,9.380959528173225,26.32400044954977,0,6.6761202214373085,5.811807814982451,2,6,2,0
790,16.71231253187207,0.47310522334679,2,4.813677444209616,15.691535823841821,0,3.806950614311199,4.75436644690483,2,3,0,0
791,33.436945753060684,-8.127720167810304,3,0.7674621696443645,29.064525405197976,0,5.7424872877634305,6.005714710505846,2,4,2,0
792,31.66150149730489,-12.532857852683584,3,14.165002000947,23.986434717966514,2,7.328054121476265,5.208712825338455,2,3,1,1
793,32.17263069756299,1.4873102655890826,1,14.965005920841548,28.37856778276399,3,5.889242398242823,5.525568106546583,2,8,0,0
794,19.786011393437526,0.6974889807372943,6,3.545065029536712,6.309081403437828,1,1.0,1.4224427731804345,1,6,2,1
795,21.3515476767339,-1.4241846887110068,1,15.043451244257607,11.896858428027302,1,7.964979348001953,5.452129357198266,3,3,0,1
796,38.42522282666323,-0.5309704501987658,3,23.799318867689962,34.884708301231754,1,6.601675872715047,7.084951189700208,3,6,1,1
797,29.68355876914676,15.491497170356288,2,24.457390249743487,36.93137491564056,1,6.545500438951571,3.7922287970886828,2,1,1,1
798,35.452005578980994,-1.2908756901571719,1,22.212323413925127,34.15112726968054,1,8.492375201787679,6.992208972587224,1,5,1,0
799,30.22654700904369,2.5506218062503745,3,20.176964520893513,42.186469035868576,3,6.6322183643744,4.293439898132117,1,5,0,1
800,30.23804911596596,-3.2468240980694048,8,5.234195917833281,25.77368298213863,2,11.232092879946958,3.814486094451181,2,8,2,1
801,37.50627044780798,1.4761628752030156,1,3.9108795623982533,25.070833628304307,1,5.787656919931173,3.8609388010995156,4,3,0,0
802,25.87164217426101,-1.1911683752780875,3,11.123690057133862,10.867930987761875,0,5.533192363032862,2.9582047397214706,1,5,1,1
803,30.76896621552787,-2.05259241364865,3,15.490793782963811,14.194685591536949,1,5.725748995602114,5.143597550629674,4,4,3,0
804,26.30179769035966,9.094492661001624,4,21.26696710020945,1.0,1,8.531098468281058,3.7519334773686195,0,4,2,1
805,26.524030180541477,5.885924815921695,0,5.799076028420039,16.785139876322933,2,8.485301223872218,3.9051347452910865,2,3,2,0
806,27.526623012250884,0.6837332369961534,1,11.991197513008315,1.0,0,6.320630467511121,3.6314068665017025,3,7,0,0
807,31.777070173069703,-11.521059679719833,4,16.186006048921147,30.80966170863694,0,7.96073435813563,5.65425085552097,0,9,0,1
808,26.17001102669218,-1.8050461162628484,5,11.139846363360478,23.883988685504526,1,9.141863245150718,2.4684959286616213,2,4,3,0
809,40.04604900458817,13.515137822025418,4,11.354841926982107,1.0,1,9.797755286195692,6.184310812713596,1,7,0,0
810,22.84314158224397,-1.1533083331985408,0,5.627929025706976,18.10136307836518,1,7.651394995351675,6.004192881930468,3,7,0,0
811,28.50502684670913,5.516087860268291,1,24.6665226227769,39.676556223485,4,5.634598006732446,6.016855738229759,5,5,2,1
812,26.4821515338066,7.209712009763004,0,11.879832085186084,18.743338491642564,0,5.63869638745468,3.0388297244744584,4,4,0,0
813,41.57582307482986,1.0948195792798754,2,13.318548635137297,10.016290563620077,2,8.788719383021606,5.477170496855337,1,6,1,0
814,31.572438212092596,-4.2091081593407615,3,5.4639822821707265,2.1449773069475917,1,10.174643473341963,7.606979720388196,2,6,1,0
815,38.25475631574908,-12.176561658914443,2,12.853417958295466,2.443533875561112,1,8.452209849371101,2.5846516041902348,0,4,1,0
816,18.115517015704224,3.4208160430447725,4,6.383738963357668,25.355799678560018,3,6.840174892521484,5.362207998798044,0,4,1,1
817,32.13640212695407,-4.073780014117741,2,5.0584062845866615,15.661273776752552,0,6.290737200610291,2.771876148750973,1,4,1,0
818,37.117046364987495,0.8807522594384607,1,6.893056273573361,16.490058584005613,3,10.419933805870539,4.453154605703835,3,8,0,0
819,30.658271914203393,-6.249101697946821,2,0.06899121263202468,15.702533365560308,0,4.317497945663904,4.934836119474336,4,3,0,0
820,38.52384300052281,-1.3261877023510111,1,14.253777800042098,18.597600505352563,4,6.573556474432805,3.7333647552504985,2,1,1,0
821,25.861692399197022,0.16859527450526623,2,9.687000138071081,7.7283700129695205,3,12.319941241229756,3.498814887343636,2,4,1,0
822,41.27477952148464,1.3429679052214893,4,22.467225479848256,23.161049936893782,3,11.508319423901497,5.51219191604016,1,2,0,0
823,48.391184988954,-5.574110936762072,4,1.0176793403130295,5.7729375624330554,2,8.60055619769901,2.979703582411691,1,4,2,0
824,27.097291516482727,5.984554743806761,5,1.0800075213937528,12.441575419587462,4,6.541858757287383,6.032944674077859,1,6,0,0
825,26.435979828793826,-2.9844739236598565,3,22.146837932814588,30.10827697665124,2,7.240161011753291,8.48322109163633,3,5,0,1
826,41.627075816941606,-8.372347302266226,1,3.166116055108531,23.76204999725189,0,8.258999560381078,2.4443167186387553,4,7,1,0
827,42.6365771658457,-0.545117099817319,2,0.05400260310004512,26.856818462013827,0,14.32324522614954,2.3244163265401605,3,8,3,0
828,25.817119782773855,0.17187654513230044,1,4.472846592825344,41.503883928178865,3,11.072875048155947,1.9688405501807198,1,5,1,1
829,26.63850546323314,0.8029471658587989,2,20.596904377440104,19.403459896955027,2,10.675969219179738,4.047390738152567,0,4,0,1
830,27.74572312911594,6.810662018425396,4,20.067852069002555,20.214602600249776,2,7.534280307744309,6.716155112327195,2,3,1,1
831,19.244395911725782,-1.182244183679297,2,8.503305271086276,17.356790441496596,0,6.511090967270774,6.89559961676984,3,4,0,0
832,22.650784428126414,-0.5980981218438567,4,16.7007729314963,15.565858526078529,2,7.409589414870505,5.842572130903287,1,8,1,1
833,21.96687386598346,-5.515921906165468,2,12.681242683395693,9.894091726062136,2,10.986712478335864,5.40077348973197,2,5,0,1
834,23.85761947916697,4.102767514439485,4,22.61837474614765,20.840648111958522,2,12.878105432055962,7.5516016982234095,5,9,0,1
835,29.72252090090575,0.9215453203905173,4,1.410586885435558,23.550486065961564,1,5.440511380242278,4.021382310762831,2,2,1,0
836,31.873717860292167,-2.100138636470813,3,20.329478218415794,24.10770339192896,1,1.1097493641773006,6.117540454072609,1,3,0,1
837,42.40400394251262,-9.523373467327318,2,4.264966735686501,20.64363826867078,1,7.247783346947815,8.970668339657522,3,6,0,0
838,22.013167674089672,7.222060975275437,6,9.790522435793983,29.261708048199818,1,11.18302540763327,7.467824961507919,4,5,1,1
839,37.87457918781267,-6.138399822280286,5,4.798928785869147,20.29436690742387,2,6.288165412428793,2.7582188485990193,0,5,0,0
840,28.288089246195927,-2.9563900468485285,4,17.565360239853476,15.906981117660383,3,9.358003315735733,3.841815402755327,4,4,0,1
841,29.604290322780535,1.7917225553800162,5,16.958154493831444,10.730118180254822,0,4.625539360701917,9.067681173211962,2,7,1,0
842,35.39855593733283,-5.982789643083432,4,13.697440042475673,4.510247884220712,1,7.1176547420704095,3.8487697762565554,2,6,0,1
843,21.01822382750161,-7.467548891265717,0,17.45407592009138,34.604151779364855,3,5.634040491509831,8.196855535383472,1,6,0,1
844,33.059277969472404,-10.619737913503325,1,15.989119515116846,13.009453745126692,2,7.541650387990399,4.136648675280502,1,9,1,1
845,31.33161766570445,3.604984764528179,3,19.4110513921067,10.74332856712707,0,8.609081097401592,4.602074156080032,1,3,0,0
846,33.939610112065196,-2.72593122363161,2,5.985166282263718,15.82461771673027,0,10.072841971542113,3.164303534868303,2,6,3,0
847,32.31334915126254,14.63635046236665,3,10.722815373518014,17.216112134662037,0,6.741733790076126,3.505634956534987,1,7,1,0
848,49.64240111928716,-4.971775328154367,7,3.790663233855718,36.385124359027735,0,4.5905830826988465,4.609176294403816,5,7,2,0
849,24.898080125989473,-4.607255117144606,5,10.739839105504851,16.71852896908829,3,3.4381603967052534,5.369086780322028,0,6,0,1
850,25.75202435998546,-2.8269648514270074,4,17.54229378550853,46.33383565401644,2,11.247400568299561,4.194843676429337,1,3,1,1
851,25.014875788601884,1.2156732756924455,5,17.28477901960879,20.636972046531824,1,5.55508024327705,6.400469409781281,4,4,1,1
852,25.556183046717962,-2.3510166939265567,2,17.73567258237357,40.57028248971257,1,9.54691157008497,4.1993550839431775,2,4,1,1
853,24.90090298154786,3.06166107001256,4,7.719188216108913,28.939292814307212,0,3.2248027935061776,1.0,3,6,1,0
854,39.51213224886041,-4.892941949943272,8,16.555349344773095,23.610374198447616,2,12.709805068541591,4.584984606766158,2,1,1,1
855,41.36403398391884,-6.907958592317906,2,9.186657989723454,35.778481332374874,3,16.351171724314376,4.053235197219826,2,5,1,0
856,25.43402965000419,-8.991073697045538,1,23.612301152626248,31.222297939402996,0,8.988349890545525,7.974753962478369,3,6,0,1
857,23.34115541516617,-11.117870839685985,1,8.584159147008469,26.346790841860887,2,7.131811083440978,6.791757458696353,1,7,3,0
858,33.77132445109123,-2.590345097375284,1,15.075455851109702,43.17594009771692,1,12.316363974004453,6.986685558642936,2,2,2,1
859,25.58221564575223,-1.5049015619661097,1,18.7536428548044,15.01607288046377,0,6.511793787626846,6.405272099280773,1,3,2,1
860,35.063454542044084,-3.1571851374159166,1,22.66018572565853,10.050863240382679,1,8.151122530219233,5.87833546955829,3,1,3,0
861,31.623384166810396,6.217028985935809,5,10.948215086347773,13.237692581880461,2,1.0,5.872156420378542,1,4,1,1
862,17.874047080022144,6.140151048040675,1,9.0121277052067,37.522731900835545,4,7.76882129733987,6.845951042626364,1,10,3,1
863,42.38004161064049,-1.6740149372225095,2,10.750704382914725,34.50760021086096,1,11.469717855554777,6.160161412631259,2,3,0,0
864,44.36702138476417,-8.969605565959816,3,8.092408788744521,14.747381005196146,2,6.619001858390532,3.9459937394143836,2,2,1,0
865,25.09769047612491,-2.833525540275264,6,16.34811225168285,1.0,3,6.667674159142745,2.1694585264582145,1,2,0,1
866,26.898387520512127,-2.9991069695853074,5,23.317919100214603,17.94154963621278,3,6.690782224152249,1.226761759154181,3,4,0,1
867,32.28692312579924,-3.2856748113902903,3,3.151775162234169,9.86735691408728,1,13.888391341195174,3.3012957562720686,4,7,1,0
868,32.675654319896196,-3.4885945194912242,1,14.023051619253923,15.06064028510546,1,8.682082461786756,3.5280645475021606,4,4,0,0
869,35.26835418138264,-3.2673144786240362,4,22.441218134008274,9.455909522540818,1,8.11655549507757,4.810203258845133,4,4,1,1
870,46.0816363101308,-1.9327080794887987,2,2.5028636164004388,3.9046192302097644,2,6.785742032542744,4.753538306664509,1,9,1,0
871,28.584422180047603,-3.177705494077783,6,12.346635269157021,38.83204368330901,3,11.084638432500146,8.476356954193992,2,7,0,1
872,23.61362204369237,1.0416125431279608,3,21.63073989651115,13.163317960565816,2,5.582775091011573,6.123059795958574,1,5,1,1
873,18.965446175883784,1.8018435795243053,4,22.51130529280206,34.12667803259167,1,11.773260532478059,3.5084213168738163,3,8,2,1
874,24.15255968046465,-4.553225435912449,5,12.858804028822913,17.786290901531427,2,7.648419331984446,7.742965341012793,3,2,3,1
875,29.73498421700962,6.355326630035167,2,0.6237971116929364,8.69195795447556,1,11.514211443582447,4.540101086481077,2,3,0,0
876,44.356462908142305,-4.900311509203071,3,2.640979460695542,25.090683899290028,1,6.89312206046572,6.133031711928605,0,4,3,0
877,25.85910960771063,-8.089003069076686,4,14.667918631030844,16.089431430670707,3,10.454848432286582,5.936663438232756,2,7,0,1
878,31.79030361311119,1.9038903568252585,7,3.0964651616586236,17.92898894336753,1,9.619132112939413,5.080828835208565,4,3,0,0
879,29.868616831417985,-4.087040672071699,3,3.73544442278177,21.449059343397682,0,7.82077419204012,7.828147058768312,0,9,1,0
880,39.507146187584674,1.60645735378694,2,19.302927444552846,11.87787164251311,0,12.106448256330093,3.8316454070274335,1,4,3,0
881,50.21545940698897,-12.018343005502652,5,18.767301464387508,3.7886364587964074,2,11.887735333254454,5.257276745601747,4,3,1,0
882,25.753049816637436,6.9622797074153375,3,21.069318985636798,19.487303852656623,2,6.065865842555418,3.1962935111566115,1,6,2,1
883,26.084484459854224,3.361467040202011,6,2.6433784126526416,29.639177026338356,2,5.849154060161073,5.700922008716677,2,5,1,1
884,38.35328701655258,-7.502382745815009,4,4.953622027420443,10.984087410882447,3,7.274627643765912,5.815009795666686,1,4,2,0
885,35.45513191701049,-7.393885619231428,1,20.824035746466265,21.539622662656353,2,7.106658981329955,5.171685310629,3,9,0,1
886,44.77365860588827,8.361329520487638,5,18.0271902174448,35.055071485491965,1,11.11833798440023,5.136072335101426,3,2,2,0
887,34.67142548260771,-3.6868995174897927,0,20.148903195701003,19.10235112726152,0,9.07582101725952,4.650249859334686,1,3,1,0
888,27.125663273703523,-4.170924243663119,5,24.743641872698053,20.86094371795859,1,5.301604368850917,5.7532758879117285,3,6,2,1
889,34.725238645538475,-11.330260470746413,7,21.61079015389255,20.55212353600386,3,5.440878942347985,6.236498382699194,0,5,0,1
890,38.869628644663266,-1.7538910280077706,5,13.011581271244008,13.1765557410694,1,8.338252575134725,2.576778621917854,2,1,1,0
891,36.56385744957891,-1.1385980741787642,3,7.769204619931436,10.066454815666239,0,10.598658413782385,4.445054452368391,0,6,2,0
892,34.05819224885838,3.5774654838474262,5,14.241914664367528,10.107376306789256,4,12.694572774706305,4.276347137796367,2,7,2,1
893,38.53339751671323,-6.995392140922378,2,15.964663755861311,23.681831970072732,2,8.515156388415702,6.322303456050781,1,6,0,1
894,39.35436472356538,-7.601433961203048,3,8.382803531490524,27.57872361932744,2,7.627206173332842,7.416918454126579,2,3,1,0
895,41.05727192830022,2.2548131738823844,2,19.27342593711696,28.05082238437852,1,7.328505169652545,5.855229372821459,1,3,0,0
896,35.18967910071714,5.033650356135324,4,2.318844816447169,16.214571462445374,0,5.813904610139927,5.286289396494162,2,7,2,0
897,28.663055357465165,-7.855761755589415,5,19.484821267042747,30.933085409306464,1,7.766589898689076,3.4629683042350443,0,3,1,1
898,31.17370949146658,5.407570431498706,2,0.7999629670487118,23.073638195104266,3,6.539156577490786,8.723565401322023,3,1,0,0
899,39.65207173206686,0.18770920743410724,3,12.449151518037255,20.707422217910192,0,6.773927617579031,3.1551113653171488,1,7,3,0
900,23.464514632102112,5.459026695373228,2,21.535911587081657,1.0,0,9.784132529754471,2.4897757417166035,2,4,4,1
901,32.94938647098321,-0.35110180758808285,1,2.1623818505349393,11.825903883936169,1,3.680929245292009,6.439009940267423,3,7,2,0
902,26.853289501381113,-12.611389587439753,3,12.943473412354242,4.789020977627242,1,2.2508716926535755,3.9769589336399367,3,2,0,0
903,30.22995858347854,-0.7598369115801944,5,3.984785974032909,26.270735070641095,0,5.146082955034098,6.529071958650702,0,1,0,0
904,40.22761490085839,5.300719093356349,5,22.37039375152338,20.950333319300327,0,10.374824726342803,7.864277484230113,3,2,2,1
905,31.528792544159227,-4.468730095418572,5,20.808638175840755,9.280136136148911,1,9.050424824692474,4.465214975504723,1,6,1,1
906,30.37149238524919,-1.939824844537261,3,23.34793108233719,23.043625584676615,1,10.822201881076193,5.911895898013,4,5,2,1
907,19.121150872160648,-0.8806675177548915,4,21.87455853825234,5.7650763379365255,3,3.0492823435744327,4.1075247682201415,0,4,0,1
908,35.97002852821777,-14.49756939934241,2,18.413832746649767,9.562369017324157,0,9.536892644676344,5.1479311890011035,0,5,0,0
909,35.1638734491286,8.356737877187381,0,4.62222988971257,12.897786691350596,2,3.6860578455214776,4.744008345357112,1,6,2,0
910,47.30603778644368,-4.506878399485872,3,7.562565391722517,25.40136321844865,3,4.756187888387533,6.920102191017763,5,4,0,0
911,27.537774120375992,2.5286771623639948,2,12.421378957700185,33.99441679203903,4,4.108711195389453,3.9095746022158986,2,3,1,1
912,31.753202621311512,-0.4335056807410436,5,14.722419537868092,14.139915516560652,2,4.61140967920446,3.6525524908307863,3,4,1,1
913,31.995069469686044,6.2880952817968,3,19.554584882830248,33.22458641608277,1,15.926377955637225,4.6054099817042955,1,3,0,1
914,42.6196262381078,2.0302806121404045,2,5.673990704676523,20.474035506114603,0,9.592274082140403,6.3259386752179285,2,6,1,0
915,29.237635740904384,-1.174621357604873,2,3.2069348536740816,22.36138160925223,4,2.455824283723964,3.4017235572081432,1,5,1,0
916,32.232172206162716,-4.467575462596401,1,12.065254264840902,19.36195442272556,2,3.2838562801360274,2.633927282386508,5,5,2,0
917,34.863172077732315,3.9892535069106945,3,3.9460352718230145,18.026862466139345,1,8.242061408992456,7.35001064715741,2,2,1,0
918,31.492872985250866,-9.367206519773084,7,17.343420058239307,24.39300036738925,3,8.504463564594449,1.0,3,3,2,1
919,26.428531083595775,3.2294521013794624,0,14.390772252292933,27.403211861820445,1,6.092023865483884,2.3960037143762825,1,6,1,1
